date,product,quantity
2017-03-02,Radiator,49
2017-03-03,Radiator,48
2017-03-04,Radiator,54
2017-03-05,Radiator,55
2017-03-06,Radiator,44
2017-03-07,Radiator,54
2017-03-08,Radiator,46
2017-03-09,Radiator,47
2017-03-10,Radiator,48
2017-03-11,Radiator,61
2017-03-12,Radiator,63
2017-03-13,Radiator,40
2017-03-14,Radiator,39
2017-03-15,Radiator,49
2017-03-16,Radiator,39
2017-03-17,Radiator,64
2017-03-18,Radiator,59
2017-03-19,Radiator,67
2017-03-20,Radiator,33
2017-03-21,Radiator,45
2017-03-22,Radiator,51
2017-03-23,Radiator,43
2017-03-24,Radiator,51
2017-03-25,Radiator,42
2017-03-26,Radiator,46
2017-03-27,Radiator,40
2017-03-28,Radiator,40
2017-03-29,Radiator,40
2017-03-30,Radiator,50
2017-03-31,Radiator,53
2017-04-01,Radiator,56
2017-04-02,Radiator,61
2017-04-03,Radiator,44
2017-04-04,Radiator,52
2017-04-05,Radiator,56
2017-04-06,Radiator,57
2017-04-07,Radiator,51
2017-04-08,Radiator,69
2017-04-09,Radiator,64
2017-04-10,Radiator,38
2017-04-11,Radiator,42
2017-04-12,Radiator,56
2017-04-13,Radiator,60
2017-04-14,Radiator,55
2017-04-15,Radiator,68
2017-04-16,Radiator,61
2017-04-17,Radiator,56
2017-04-18,Radiator,46
2017-04-19,Radiator,50
2017-04-20,Radiator,51
2017-04-21,Radiator,56
2017-04-22,Radiator,63
2017-04-23,Radiator,79
2017-04-24,Radiator,45
2017-04-25,Radiator,57
2017-04-26,Radiator,64
2017-04-27,Radiator,49
2017-04-28,Radiator,61
2017-04-29,Radiator,67
2017-04-30,Radiator,64
2017-05-01,Radiator,41
2017-05-02,Radiator,70
2017-05-03,Radiator,56
2017-05-04,Radiator,69
2017-05-05,Radiator,55
2017-05-06,Radiator,63
2017-05-07,Radiator,65
2017-05-08,Radiator,42
2017-05-09,Radiator,39
2017-05-10,Radiator,61
2017-05-11,Radiator,53
2017-05-12,Radiator,61
2017-05-13,Radiator,65
2017-05-14,Radiator,66
2017-05-15,Radiator,49
2017-05-16,Radiator,55
2017-05-17,Radiator,64
2017-05-18,Radiator,60
2017-05-19,Radiator,61
2017-05-20,Radiator,64
2017-05-21,Radiator,73
2017-05-22,Radiator,40
2017-05-23,Radiator,58
2017-05-24,Radiator,46
2017-05-25,Radiator,57
2017-05-26,Radiator,82
2017-05-27,Radiator,59
2017-05-28,Radiator,65
2017-05-29,Radiator,47
2017-05-30,Radiator,53
2017-05-31,Radiator,59
2017-06-01,Radiator,70
2017-06-02,Radiator,72
2017-06-03,Radiator,78
2017-06-04,Radiator,78
2017-06-05,Radiator,67
2017-06-06,Radiator,71
2017-06-07,Radiator,79
2017-06-08,Radiator,63
2017-06-09,Radiator,71
2017-06-10,Radiator,69
2017-06-11,Radiator,57
2017-06-12,Radiator,40
2017-06-13,Radiator,47
2017-06-14,Radiator,54
2017-06-15,Radiator,59
2017-06-16,Radiator,64
2017-06-17,Radiator,71
2017-06-18,Radiator,66
2017-06-19,Radiator,54
2017-06-20,Radiator,52
2017-06-21,Radiator,72
2017-06-22,Radiator,84
2017-06-23,Radiator,69
2017-06-24,Radiator,74
2017-06-25,Radiator,62
2017-06-26,Radiator,40
2017-06-27,Radiator,65
2017-06-28,Radiator,54
2017-06-29,Radiator,68
2017-06-30,Radiator,62
2017-07-01,Radiator,74
2017-07-02,Radiator,72
2017-07-03,Radiator,62
2017-07-04,Radiator,63
2017-07-05,Radiator,62
2017-07-06,Radiator,73
2017-07-07,Radiator,82
2017-07-08,Radiator,76
2017-07-09,Radiator,77
2017-07-10,Radiator,39
2017-07-11,Radiator,58
2017-07-12,Radiator,66
2017-07-13,Radiator,73
2017-07-14,Radiator,67
2017-07-15,Radiator,71
2017-07-16,Radiator,75
2017-07-17,Radiator,45
2017-07-18,Radiator,59
2017-07-19,Radiator,55
2017-07-20,Radiator,76
2017-07-21,Radiator,75
2017-07-22,Radiator,71
2017-07-23,Radiator,89
2017-07-24,Radiator,55
2017-07-25,Radiator,63
2017-07-26,Radiator,58
2017-07-27,Radiator,60
2017-07-28,Radiator,63
2017-07-29,Radiator,63
2017-07-30,Radiator,65
2017-07-31,Radiator,56
2017-08-01,Radiator,55
2017-08-02,Radiator,59
2017-08-03,Radiator,57
2017-08-04,Radiator,79
2017-08-05,Radiator,57
2017-08-06,Radiator,60
2017-08-07,Radiator,56
2017-08-08,Radiator,61
2017-08-09,Radiator,45
2017-08-10,Radiator,60
2017-08-11,Radiator,69
2017-08-12,Radiator,78
2017-08-13,Radiator,72
2017-08-14,Radiator,63
2017-08-15,Radiator,64
2017-08-16,Radiator,60
2017-08-17,Radiator,52
2017-08-18,Radiator,74
2017-08-19,Radiator,67
2017-08-20,Radiator,56
2017-08-21,Radiator,46
2017-08-22,Radiator,48
2017-08-23,Radiator,63
2017-08-24,Radiator,45
2017-08-25,Radiator,64
2017-08-26,Radiator,62
2017-08-27,Radiator,71
2017-08-28,Radiator,50
2017-08-29,Radiator,57
2017-08-30,Radiator,52
2017-08-31,Radiator,58
2017-09-01,Radiator,47
2017-09-02,Radiator,60
2017-09-03,Radiator,56
2017-09-04,Radiator,50
2017-09-05,Radiator,60
2017-09-06,Radiator,48
2017-09-07,Radiator,48
2017-09-08,Radiator,62
2017-09-09,Radiator,58
2017-09-10,Radiator,61
2017-09-11,Radiator,61
2017-09-12,Radiator,53
2017-09-13,Radiator,41
2017-09-14,Radiator,64
2017-09-15,Radiator,59
2017-09-16,Radiator,68
2017-09-17,Radiator,67
2017-09-18,Radiator,46
2017-09-19,Radiator,56
2017-09-20,Radiator,47
2017-09-21,Radiator,61
2017-09-22,Radiator,59
2017-09-23,Radiator,62
2017-09-24,Radiator,69
2017-09-25,Radiator,34
2017-09-26,Radiator,52
2017-09-27,Radiator,43
2017-09-28,Radiator,42
2017-09-29,Radiator,59
2017-09-30,Radiator,56
2017-10-01,Radiator,50
2017-10-02,Radiator,47
2017-10-03,Radiator,47
2017-10-04,Radiator,45
2017-10-05,Radiator,32
2017-10-06,Radiator,52
2017-10-07,Radiator,66
2017-10-08,Radiator,51
2017-10-09,Radiator,45
2017-10-10,Radiator,40
2017-10-11,Radiator,36
2017-10-12,Radiator,52
2017-10-13,Radiator,51
2017-10-14,Radiator,49
2017-10-15,Radiator,77
2017-10-16,Radiator,41
2017-10-17,Radiator,48
2017-10-18,Radiator,52
2017-10-19,Radiator,54
2017-10-20,Radiator,53
2017-10-21,Radiator,63
2017-10-22,Radiator,76
2017-10-23,Radiator,44
2017-10-24,Radiator,46
2017-10-25,Radiator,54
2017-10-26,Radiator,46
2017-10-27,Radiator,53
2017-10-28,Radiator,57
2017-10-29,Radiator,61
2017-10-30,Radiator,41
2017-10-31,Radiator,50
2017-11-01,Radiator,50
2017-11-02,Radiator,63
2017-11-03,Radiator,57
2017-11-04,Radiator,70
2017-11-05,Radiator,58
2017-11-06,Radiator,33
2017-11-07,Radiator,52
2017-11-08,Radiator,55
2017-11-09,Radiator,63
2017-11-10,Radiator,57
2017-11-11,Radiator,69
2017-11-12,Radiator,78
2017-11-13,Radiator,49
2017-11-14,Radiator,43
2017-11-15,Radiator,73
2017-11-16,Radiator,53
2017-11-17,Radiator,61
2017-11-18,Radiator,72
2017-11-19,Radiator,73
2017-11-20,Radiator,41
2017-11-21,Radiator,54
2017-11-22,Radiator,61
2017-11-23,Radiator,64
2017-11-24,Radiator,52
2017-11-25,Radiator,69
2017-11-26,Radiator,65
2017-11-27,Radiator,47
2017-11-28,Radiator,61
2017-11-29,Radiator,53
2017-11-30,Radiator,64
2017-12-01,Radiator,40
2017-12-02,Radiator,52
2017-12-03,Radiator,52
2017-12-04,Radiator,35
2017-12-05,Radiator,34
2017-12-06,Radiator,30
2017-12-07,Radiator,25
2017-12-08,Radiator,44
2017-12-09,Radiator,51
2017-12-10,Radiator,56
2017-12-11,Radiator,43
2017-12-12,Radiator,38
2017-12-13,Radiator,42
2017-12-14,Radiator,50
2017-12-15,Radiator,44
2017-12-16,Radiator,66
2017-12-17,Radiator,53
2017-12-18,Radiator,39
2017-12-19,Radiator,37
2017-12-20,Radiator,39
2017-12-21,Radiator,52
2017-12-22,Radiator,39
2017-12-23,Radiator,49
2017-12-24,Radiator,42
2017-12-25,Radiator,27
2017-12-26,Radiator,48
2017-12-27,Radiator,36
2017-12-28,Radiator,40
2017-12-29,Radiator,33
2017-12-30,Radiator,35
2017-12-31,Radiator,54
